,school,sex,age,mother's_education,father's_education,reason,study_time,family_support,extra_classes,higher,G1,G2,G3,subject,study_x_mother's_education,study_x_father's_education
994,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,course,2-5 hr,no,no,yes,9,0,0,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
995,Mousinho da Silveira,Male,18,Primary,Grade 5-9,home,<2 hr,yes,no,yes,10,11,11,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
996,Mousinho da Silveira,Male,18,Post-Secondary,Post-Secondary,other,<2 hr,yes,yes,yes,12,13,14,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
997,Mousinho da Silveira,Male,17,Primary,Primary,other,<2 hr,no,no,no,12,13,14,Portuguese,<2 hr X Primary,<2 hr X Primary
998,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,8,8,10,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
999,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,course,5-10 hr,no,no,yes,11,12,13,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
1000,Mousinho da Silveira,Female,18,Post-Secondary,Grade 5-9,reputation,2-5 hr,no,no,yes,5,0,0,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Grade 5-9
1001,Mousinho da Silveira,Female,18,Primary,Primary,course,2-5 hr,no,no,no,9,10,10,Portuguese,2-5 hr X Primary,2-5 hr X Primary
1002,Mousinho da Silveira,Female,19,Primary,Primary,other,<2 hr,no,no,no,5,0,0,Portuguese,<2 hr X Primary,<2 hr X Primary
1003,Mousinho da Silveira,Female,17,Post-Secondary,Grade 5-9,course,>10 hr,no,no,yes,18,18,18,Portuguese,>10 hr X Post-Secondary,>10 hr X Grade 5-9
1004,Mousinho da Silveira,Female,17,Grade 5-9,Primary,reputation,2-5 hr,no,no,yes,11,11,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Primary
1005,Mousinho da Silveira,Female,18,Primary,Primary,course,2-5 hr,no,no,yes,8,10,11,Portuguese,2-5 hr X Primary,2-5 hr X Primary
1006,Mousinho da Silveira,Female,18,Primary,Grade 5-9,course,2-5 hr,yes,no,no,11,11,12,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
1007,Mousinho da Silveira,Female,19,Primary,Primary,course,2-5 hr,yes,no,no,8,0,0,Portuguese,2-5 hr X Primary,2-5 hr X Primary
1008,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,home,5-10 hr,no,no,yes,14,14,15,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
1009,Mousinho da Silveira,Male,17,Post-Secondary,Secondary,home,2-5 hr,yes,yes,yes,10,11,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
1010,Mousinho da Silveira,Female,18,Secondary,Secondary,course,2-5 hr,yes,no,yes,10,10,10,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
1011,Mousinho da Silveira,Female,17,Post-Secondary,Post-Secondary,other,2-5 hr,yes,yes,yes,12,12,12,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
1012,Mousinho da Silveira,Female,17,Secondary,Grade 5-9,reputation,2-5 hr,no,no,yes,15,14,15,Portuguese,2-5 hr X Secondary,2-5 hr X Grade 5-9
1013,Mousinho da Silveira,Male,18,Primary,Primary,home,<2 hr,no,no,yes,14,13,14,Portuguese,<2 hr X Primary,<2 hr X Primary
1014,Mousinho da Silveira,Female,18,Primary,Primary,course,5-10 hr,no,no,yes,19,17,18,Portuguese,5-10 hr X Primary,5-10 hr X Primary
1015,Mousinho da Silveira,Female,18,Primary,Grade 5-9,course,2-5 hr,no,no,yes,16,15,15,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
1016,Mousinho da Silveira,Female,18,Secondary,Secondary,other,2-5 hr,yes,no,yes,13,12,13,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
1017,Mousinho da Silveira,Female,17,Post-Secondary,Post-Secondary,course,2-5 hr,yes,no,yes,15,14,15,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
1018,Mousinho da Silveira,Female,17,Primary,Grade 5-9,course,2-5 hr,no,no,yes,13,13,13,Portuguese,2-5 hr X Primary,2-5 hr X Grade 5-9
1019,Mousinho da Silveira,Male,18,Primary,Secondary,course,2-5 hr,yes,yes,yes,8,10,9,Portuguese,2-5 hr X Primary,2-5 hr X Secondary
1020,Mousinho da Silveira,Male,18,Post-Secondary,Post-Secondary,other,5-10 hr,no,no,yes,15,16,16,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
1021,Mousinho da Silveira,Female,17,Primary,Primary,reputation,<2 hr,yes,no,yes,8,8,9,Portuguese,<2 hr X Primary,<2 hr X Primary
1022,Mousinho da Silveira,Female,18,Grade 5-9,Secondary,course,<2 hr,yes,no,yes,10,10,10,Portuguese,<2 hr X Grade 5-9,<2 hr X Secondary
1023,Mousinho da Silveira,Female,18,Post-Secondary,Post-Secondary,other,2-5 hr,yes,no,yes,7,5,0,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
1024,Mousinho da Silveira,Male,18,Primary,Grade 5-9,other,<2 hr,yes,no,no,9,10,10,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
1025,Mousinho da Silveira,Female,17,Grade 5-9,Grade 5-9,home,5-10 hr,no,no,yes,10,11,12,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
1026,Mousinho da Silveira,Female,17,Primary,Grade 5-9,course,<2 hr,no,no,yes,7,8,9,Portuguese,<2 hr X Primary,<2 hr X Grade 5-9
1027,Mousinho da Silveira,Female,18,Post-Secondary,Post-Secondary,reputation,5-10 hr,no,no,yes,15,17,17,Portuguese,5-10 hr X Post-Secondary,5-10 hr X Post-Secondary
1028,Mousinho da Silveira,Female,18,Primary,Primary,home,5-10 hr,no,no,yes,10,11,12,Portuguese,5-10 hr X Primary,5-10 hr X Primary
1029,Mousinho da Silveira,Female,19,Primary,Primary,course,2-5 hr,yes,no,yes,7,8,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
1030,Mousinho da Silveira,Female,18,Post-Secondary,Post-Secondary,course,2-5 hr,no,no,yes,13,14,14,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
1031,Mousinho da Silveira,Female,18,Secondary,Secondary,home,2-5 hr,no,no,yes,16,16,16,Portuguese,2-5 hr X Secondary,2-5 hr X Secondary
1032,Mousinho da Silveira,Female,17,Secondary,Primary,reputation,2-5 hr,yes,no,yes,8,9,9,Portuguese,2-5 hr X Secondary,2-5 hr X Primary
1033,Mousinho da Silveira,Male,18,Post-Secondary,Post-Secondary,home,2-5 hr,no,no,yes,17,18,19,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
1034,Mousinho da Silveira,Male,18,Grade 5-9,Primary,other,<2 hr,no,no,yes,7,7,0,Portuguese,<2 hr X Grade 5-9,<2 hr X Primary
1035,Mousinho da Silveira,Male,17,Grade 5-9,Secondary,home,2-5 hr,no,no,yes,14,15,16,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Secondary
1036,Mousinho da Silveira,Male,19,Primary,Primary,other,<2 hr,no,no,yes,5,8,0,Portuguese,<2 hr X Primary,<2 hr X Primary
1037,Mousinho da Silveira,Male,18,Post-Secondary,Grade 5-9,home,<2 hr,no,yes,yes,7,7,0,Portuguese,<2 hr X Post-Secondary,<2 hr X Grade 5-9
1038,Mousinho da Silveira,Female,18,Grade 5-9,Grade 5-9,other,5-10 hr,no,no,yes,14,17,15,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Grade 5-9
1039,Mousinho da Silveira,Female,17,Post-Secondary,Secondary,other,2-5 hr,no,no,yes,6,9,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Secondary
1040,Mousinho da Silveira,Female,18,Post-Secondary,Post-Secondary,reputation,<2 hr,yes,no,yes,7,9,10,Portuguese,<2 hr X Post-Secondary,<2 hr X Post-Secondary
1041,Mousinho da Silveira,Female,19,Grade 5-9,Secondary,course,5-10 hr,no,no,yes,10,11,10,Portuguese,5-10 hr X Grade 5-9,5-10 hr X Secondary
1042,Mousinho da Silveira,Female,18,Secondary,Primary,course,2-5 hr,yes,no,yes,15,15,16,Portuguese,2-5 hr X Secondary,2-5 hr X Primary
1043,Mousinho da Silveira,Female,18,Primary,Primary,course,2-5 hr,no,no,yes,11,12,9,Portuguese,2-5 hr X Primary,2-5 hr X Primary
1044,Mousinho da Silveira,Male,17,Secondary,Primary,course,<2 hr,no,no,yes,10,10,10,Portuguese,<2 hr X Secondary,<2 hr X Primary
1045,Mousinho da Silveira,Male,18,Secondary,Grade 5-9,course,<2 hr,no,no,yes,10,11,11,Portuguese,<2 hr X Secondary,<2 hr X Grade 5-9
1046,Gabriel Peireira,Female,18,Post-Secondary,Post-Secondary,course,2-5 hr,no,no,yes,0,11,11,Portuguese,2-5 hr X Post-Secondary,2-5 hr X Post-Secondary
1047,Mousinho da Silveira,Female,16,Grade 5-9,Grade 5-9,course,2-5 hr,yes,no,yes,12,12,12,Portuguese,2-5 hr X Grade 5-9,2-5 hr X Grade 5-9
